Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
2018-1-12,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-1-12,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-12,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-12,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-12,"Tex Max Casserole from Diet Doctor","1.00 Serving",890.62,0.00,0.00,208.19,0.15,0.67,8.89,1.55,0.78,4.83,33.86,2327.15,5.37,15.88,2.09,9.92,551.70,0.29,6.36,70.57,0.20,631.37,802.44,45.83,788.59,12.82,9.72,2.04,1.15,4.72,7.68,67.55,264.45,19.99,0.21,1.76,2.05,35.31,2.23,0.55,1.96,2.89,4.92,4.92,1.53,2.53,59.68,2.27,0.43,2.10,3.19
2018-1-12,"Almonds, Dry Roasted, Salted","0.97 FDA Serving Size",173.42,0.00,0.00,0.70,0.02,0.35,1.05,0.09,0.04,0.00,15.95,0.29,0.00,0.00,6.93,0.00,77.72,0.32,1.08,80.91,0.65,136.59,206.77,0.58,144.42,0.96,6.09,3.16,0.21,1.41,2.93,15.24,0.00,9.59,0.00,3.75,3.76,1.19,0.00,0.06,0.15,0.22,0.42,0.16,0.04,0.33,6.08,0.17,0.06,0.13,0.25
2018-1-12,"Moser Roth, Finest Dark, 85% Cocoa","1.00 Bar",149.28,,,,,,,,,,,,,,,,,,,,,,,,25.00,,5.10,,,3.50,5.10,12.50,,,,,,7.70,,,,,,,,,2.80,,,,
2018-1-12,"Mushrooms, Raw","2.36 cup, whole pieces",49.90,0.00,0.00,209.67,0.18,0.91,8.18,3.40,0.24,0.09,38.56,0.00,4.76,15.88,0.02,0.00,6.80,0.72,1.13,20.41,0.11,195.04,721.21,21.09,11.34,1.18,7.39,2.27,1.34,4.49,5.13,0.77,0.00,0.00,0.00,0.36,0.36,0.11,0.00,0.03,0.13,0.17,0.27,0.24,0.07,0.19,7.01,0.24,0.08,0.10,0.53
2018-1-12,"Chicken Drumstick, Skin Eaten","4.00 medium",477.92,0.00,0.00,143.05,0.13,0.85,16.48,2.33,1.00,3.85,20.88,109.04,0.00,34.80,0.19,0.00,39.44,0.29,3.36,62.64,0.04,498.80,528.96,70.06,243.60,7.77,0.16,0.00,0.00,0.00,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.80,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.80,1.99
2018-1-12,"Trout, Rainbow, Farmed, Cooked from Fresh or Frozen","1.25 cup, cut pieces",285.76,0.00,0.00,116.89,0.24,0.18,11.30,3.38,0.66,6.99,20.41,566.42,4.93,1291.04,4.75,0.17,51.03,0.09,0.61,51.03,0.02,459.26,765.44,47.80,103.76,0.92,0.00,0.00,0.00,0.00,0.00,12.55,119.07,4.02,1.79,1.09,3.06,2.81,0.10,0.45,1.25,1.95,3.44,3.89,1.26,1.66,40.48,1.86,0.47,1.43,2.18
2018-1-12,"Beer","6.00 bottle - each 12 fl oz",919.51,83.40,0.00,1966.47,0.11,0.53,10.97,0.88,0.98,0.43,128.30,0.00,0.00,0.00,0.00,0.00,85.54,0.11,0.43,128.30,0.17,299.38,577.37,12.83,85.54,0.21,75.91,0.00,0.00,0.00,75.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.84,0.00,0.00,0.00,0.00
2018-1-13,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-13,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-1-13,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-13,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-13,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-13,"Tex Max Casserole from Diet Doctor","1.00 Serving",890.62,0.00,0.00,208.19,0.15,0.67,8.89,1.55,0.78,4.83,33.86,2327.15,5.37,15.88,2.09,9.92,551.70,0.29,6.36,70.57,0.20,631.37,802.44,45.83,788.59,12.82,9.72,2.04,1.15,4.72,7.68,67.55,264.45,19.99,0.21,1.76,2.05,35.31,2.23,0.55,1.96,2.89,4.92,4.92,1.53,2.53,59.68,2.27,0.43,2.10,3.19
2018-1-13,"Chicken Drumstick, Skin Eaten","5.00 medium",597.40,0.00,0.00,178.81,0.17,1.06,20.60,2.91,1.25,4.81,26.10,136.30,0.00,43.50,0.23,0.00,49.30,0.36,4.21,78.30,0.05,623.50,661.20,87.58,304.50,9.72,0.20,0.00,0.00,0.00,0.20,28.85,388.60,10.42,0.49,7.66,8.31,8.50,0.40,0.73,2.06,2.19,5.30,6.28,1.99,2.49,79.08,2.76,0.80,2.25,2.49
2018-1-13,"Baja Fresh, salad, steak, Baja Ensalada, without dressing","1.00 Each",450.00,0.00,,,,,,,,,,,,,,,,,,,,,,,1240.00,,18.00,6.00,,,12.00,18.00,150.00,,,,,7.00,1.00,,,,,,,,54.00,,,,
2018-1-13,"Beef Steak, Sirloin, No Visible Fat Eaten","1.06 cup, cut pieces",226.80,0.00,0.00,91.51,0.11,0.41,11.24,0.62,1.10,2.86,7.09,19.84,0.00,1.42,0.40,2.69,22.68,0.08,4.08,21.26,0.01,382.72,544.31,38.56,94.97,6.44,0.00,0.00,0.00,0.00,0.00,6.36,109.15,2.72,0.03,0.37,0.43,2.37,0.30,0.45,1.64,2.04,3.77,4.19,1.19,1.75,42.38,2.06,0.49,1.63,2.19
2018-1-13,"Oil, vegetable, Frial","1.00 tbsp",90.00,,,,,,,,,,,,,,8.00,,,,,,,,,,,,,,,,,10.00,,4.30,,4.60,4.70,1.00,,,,,,,,,,,,,
2018-1-13,"Almonds, Dry Roasted, Salted","0.75 cup, ground",424.58,0.00,0.00,1.71,0.05,0.85,2.58,0.23,0.10,0.00,39.05,0.71,0.00,0.00,16.97,0.00,190.28,0.78,2.65,198.09,1.58,334.41,506.23,1.42,353.58,2.35,14.92,7.74,0.52,3.45,7.18,37.30,0.00,23.48,0.00,9.19,9.20,2.91,0.00,0.15,0.38,0.53,1.04,0.40,0.11,0.80,14.88,0.42,0.15,0.32,0.60
2018-1-14,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-14,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-1-14,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-14,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-14,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-14,"Tex Max Casserole from Diet Doctor","1.00 Serving",890.62,0.00,0.00,208.19,0.15,0.67,8.89,1.55,0.78,4.83,33.86,2327.15,5.37,15.88,2.09,9.92,551.70,0.29,6.36,70.57,0.20,631.37,802.44,45.83,788.59,12.82,9.72,2.04,1.15,4.72,7.68,67.55,264.45,19.99,0.21,1.76,2.05,35.31,2.23,0.55,1.96,2.89,4.92,4.92,1.53,2.53,59.68,2.27,0.43,2.10,3.19
2018-1-14,"Chicken Drumstick, Skin Eaten","2.00 medium",238.96,0.00,0.00,71.53,0.07,0.42,8.24,1.16,0.50,1.93,10.44,54.52,0.00,17.40,0.09,0.00,19.72,0.15,1.68,31.32,0.02,249.40,264.48,35.03,121.80,3.89,0.08,0.00,0.00,0.00,0.08,11.54,155.44,4.17,0.20,3.06,3.33,3.40,0.16,0.29,0.82,0.88,2.12,2.51,0.80,1.00,31.63,1.10,0.32,0.90,1.00
2018-1-14,"Broccoli, Cooked From Fresh","1.00 medium - stalk - 7 1/2"" to 8"" long",63.00,0.00,0.00,160.65,0.11,0.22,1.00,1.11,0.36,0.00,194.40,2786.40,116.82,0.00,3.64,253.80,72.00,0.11,1.21,37.80,0.35,120.60,527.40,2.88,73.80,0.81,12.92,5.94,0.00,2.50,6.98,0.74,0.00,0.07,0.21,0.09,0.31,0.14,0.00,0.06,0.11,0.17,0.26,0.28,0.08,0.21,4.28,0.17,0.06,0.11,0.25
2018-1-14,"Kale, Raw","1.00 FDA Serving Size",41.65,0.00,0.00,71.43,0.09,0.11,0.85,0.08,0.23,0.00,119.85,8491.50,102.00,0.00,1.31,599.08,127.50,1.27,1.25,39.95,0.56,78.20,417.35,0.77,32.30,0.48,7.44,3.06,0.43,1.92,4.38,0.79,0.00,0.04,0.15,0.12,0.29,0.08,0.00,0.04,0.06,0.17,0.20,0.17,0.03,0.14,3.64,0.12,0.03,0.10,0.15
2018-1-14,"Cabbage, Green, Raw","1.00 medium - head - approx 5 3/4"" diameter",227.00,0.00,0.00,836.99,0.55,0.36,2.12,1.92,1.13,0.00,390.44,889.84,332.33,0.00,1.36,690.08,363.20,0.17,4.27,108.96,1.45,236.08,1543.60,2.72,163.44,1.63,52.66,20.34,0.00,29.06,32.32,0.91,0.00,0.15,0.00,0.15,0.15,0.31,0.00,0.10,0.20,0.27,0.37,0.40,0.11,0.29,11.62,0.32,0.10,0.17,0.38
2018-1-14,"Bacon, Pork","4.00 slice - 6"" long",149.76,0.00,0.00,7.57,0.18,0.07,3.35,0.35,0.17,0.35,0.00,11.84,0.00,5.44,0.13,0.00,3.52,0.03,0.30,9.92,0.01,124.16,159.68,16.22,538.88,0.98,0.54,0.00,0.00,0.29,0.54,11.23,31.68,4.97,0.08,1.76,1.96,3.83,0.05,0.12,0.45,0.52,0.90,0.97,0.30,0.45,10.85,0.48,0.13,0.43,0.55
2018-1-14,"Bacon, Pork","6.00 slice - 6"" long",224.64,0.00,0.00,11.35,0.27,0.11,5.02,0.53,0.26,0.52,0.00,17.76,0.00,8.16,0.20,0.00,5.28,0.05,0.46,14.88,0.01,186.24,239.52,24.34,808.32,1.47,0.82,0.00,0.00,0.43,0.82,16.84,47.52,7.45,0.13,2.64,2.93,5.74,0.07,0.18,0.67,0.78,1.35,1.46,0.45,0.68,16.28,0.72,0.20,0.65,0.83
2018-1-14,"Stuffed Olives","26.00 extra large",248.82,0.00,0.00,129.18,0.04,0.01,0.41,0.04,0.05,0.00,5.15,674.39,0.00,0.00,6.54,2.40,89.23,0.21,0.84,18.88,0.03,6.86,72.07,1.54,2670.10,0.07,6.59,5.66,0.00,0.05,0.93,26.29,0.00,19.41,0.16,2.08,2.24,3.48,0.00,0.00,0.05,0.07,0.10,0.07,0.03,0.06,1.77,0.05,0.00,0.05,0.08
2018-1-14,"Walnuts","1.09 tbsp, chopped",52.32,0.00,0.00,0.33,0.03,0.01,0.09,0.05,0.04,0.00,7.84,1.60,0.10,0.00,0.06,0.22,7.84,0.13,0.23,12.64,0.27,27.68,35.28,0.39,0.16,0.25,1.10,0.54,0.00,0.21,0.56,5.22,0.00,0.71,0.73,3.05,3.77,0.49,0.00,0.02,0.03,0.05,0.09,0.03,0.02,0.06,1.22,0.05,0.01,0.03,0.06
2018-1-14,"Kimchi","1.00 FDA Serving Size",16.65,0.00,0.00,79.70,0.03,0.05,0.73,0.08,0.14,0.03,35.62,2123.31,31.79,0.00,0.12,31.47,61.52,0.05,0.61,12.36,0.12,31.92,180.76,0.62,144.40,0.17,2.49,0.72,0.39,1.11,1.78,0.30,0.00,0.04,0.08,0.05,0.13,0.06,0.00,0.02,0.03,0.08,0.10,0.10,0.02,0.05,1.58,0.06,0.02,0.04,0.07
2018-1-14,"Radish, Raw","1.23 cup",36.29,0.00,0.00,216.07,0.03,0.09,0.58,0.37,0.16,0.00,56.70,15.88,33.57,0.00,0.00,3.18,56.70,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0.00,4.22,4.08,0.23,0.00,0.04,0.07,0.04,0.11,0.07,0.00,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
2018-1-15,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-15,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-1-15,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-15,"Spring Valley, Magnesium Citrate","1.00 capsule",,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-15,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-15,"Isopure, Zero Carb Whey Protein","1.00 Scoop",105.00,,,,0.38,0.42,5.00,2.50,0.50,1.50,100.00,1250.00,15.00,,5.03,20.00,300.00,0.50,0.54,100.00,0.50,250.00,,17.50,,3.75,0.00,,,,0.00,0.50,,,,,,,,,,1.73,3.93,,,,25.00,,,,1.54
2018-1-15,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-1-15,"Coffee, Prepared From Grounds","5.00 fl oz",1.48,0.00,59.20,147.10,0.02,0.11,0.28,0.38,0.00,0.00,2.96,0.00,0.00,0.00,0.01,0.15,2.96,0.00,0.01,4.44,0.03,4.44,72.52,0.00,2.96,0.03,0.70,0.70,0.00,0.00,0.00,0.03,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00
2018-1-15,"Morton, Salt Mixture, Lite","1.00 x 0.25 Teaspoon",0.00,0.00,,,,,,,,0.00,,,,,,,0.56,,,0.84,,,354.20,,275.80,,0.01,,,,0.01,0.01,,,,,,,,,,,,,,,0.00,,,,
2018-1-15,"Chicken Drumstick, Skin Eaten","4.00 medium",477.92,0.00,0.00,143.05,0.13,0.85,16.48,2.33,1.00,3.85,20.88,109.04,0.00,34.80,0.19,0.00,39.44,0.29,3.36,62.64,0.04,498.80,528.96,70.06,243.60,7.77,0.16,0.00,0.00,0.00,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.80,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.80,1.99
2018-1-15,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-1-15,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted","1.00 x 0.25 cup",180.04,,,,,,,,,,,0.00,0.00,,,,19.88,,1.44,,,,,,210.00,,4.00,3.00,,1.00,1.01,14.00,0.00,,,,,2.00,0.00,,,,,,,,8.00,,,,
2018-1-15,"Appleton Farms, Premium Sliced Bacon","10.00 Serving",800.70,,,,,,,,,,,,,,,,,,3.60,,,,,,3100.80,,0.00,,,,0.00,70.01,200.60,,,,,25.01,,,,,,,,,50.00,,,,
2018-1-15,"Broccoli, Cooked From Fresh","2.00 medium - stalk - 7 1/2"" to 8"" long",126.00,0.00,0.00,321.30,0.23,0.44,1.99,2.22,0.72,0.00,388.80,5572.80,233.64,0.00,7.27,507.60,144.00,0.22,2.41,75.60,0.70,241.20,1054.80,5.76,147.60,1.62,25.85,11.88,0.00,5.00,13.97,1.48,0.00,0.14,0.43,0.18,0.61,0.28,0.00,0.11,0.23,0.33,0.53,0.56,0.15,0.42,8.57,0.35,0.12,0.22,0.50
2018-1-15,"Kimchi","0.82 cup, cut pieces",24.10,0.00,0.00,115.33,0.04,0.08,1.05,0.12,0.21,0.04,51.54,3072.56,46.00,0.00,0.18,45.54,89.02,0.07,0.88,17.89,0.18,46.20,261.58,0.90,208.95,0.24,3.61,1.04,0.56,1.60,2.57,0.44,0.00,0.06,0.12,0.07,0.19,0.08,0.00,0.03,0.05,0.11,0.15,0.15,0.03,0.08,2.28,0.08,0.03,0.06,0.11
2018-1-16,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-16,"Nature Made, Fish Oil 1200 mg","1.00 x 2.0 Softgels",35.00,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,3.00,25.00,0.50,0.72,,1.00,1.00,,,,,,,,,0.50,,,,
2018-1-16,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-16,"Spring Valley, Magnesium Citrate","2.00 capsule",,,,,,,,,,,,,,,,,,,,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-16,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-16,"Isopure, Zero Carb Whey Protein","1.00 Scoop",105.00,,,,0.38,0.42,5.00,2.50,0.50,1.50,100.00,1250.00,15.00,,5.03,20.00,300.00,0.50,0.54,100.00,0.50,250.00,,17.50,,3.75,0.00,,,,0.00,0.50,,,,,,,,,,1.73,3.93,,,,25.00,,,,1.54
2018-1-16,"Walnuts","1.33 Serving (6 tbsp, ground)",261.60,0.00,0.00,1.63,0.14,0.06,0.45,0.23,0.21,0.00,39.20,8.00,0.52,0.00,0.28,1.08,39.20,0.63,1.16,63.20,1.37,138.40,176.40,1.96,0.80,1.24,5.48,2.68,0.02,1.04,2.80,26.08,0.00,3.57,3.63,15.24,18.87,2.45,0.00,0.08,0.16,0.25,0.47,0.17,0.09,0.28,6.09,0.24,0.07,0.16,0.30
2018-1-16,"Chicken Drumstick, Skin Eaten","4.00 medium",477.92,0.00,0.00,143.05,0.13,0.85,16.48,2.33,1.00,3.85,20.88,109.04,0.00,34.80,0.19,0.00,39.44,0.29,3.36,62.64,0.04,498.80,528.96,70.06,243.60,7.77,0.16,0.00,0.00,0.00,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.80,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.80,1.99
2018-1-16,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted","2.00 x 0.25 cup",360.08,,,,,,,,,,,0.00,0.00,,,,39.76,,2.88,,,,,,420.00,,8.00,5.99,,2.00,2.01,28.00,0.00,,,,,4.00,0.00,,,,,,,,16.00,,,,
2018-1-16,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-1-16,"Walnuts","0.60 Serving (6 tbsp, ground)",117.72,0.00,0.00,0.73,0.06,0.03,0.20,0.10,0.10,0.00,17.64,3.60,0.23,0.00,0.13,0.49,17.64,0.29,0.52,28.44,0.61,62.28,79.38,0.88,0.36,0.56,2.47,1.21,0.01,0.47,1.26,11.74,0.00,1.61,1.63,6.86,8.49,1.10,0.00,0.04,0.07,0.11,0.21,0.08,0.04,0.13,2.74,0.11,0.03,0.07,0.14
2018-1-16,"Asparagus, Cooked from Fresh","2.52 cup, cut pieces",99.79,0.00,0.00,420.16,0.73,0.63,4.92,1.02,0.36,0.00,675.85,4563.14,34.93,0.00,6.80,229.52,104.33,0.75,4.13,63.50,0.70,244.94,1016.05,27.67,63.50,2.72,18.64,9.07,0.00,5.90,9.57,1.00,0.00,0.00,0.13,0.34,0.48,0.22,0.00,0.15,0.24,0.37,0.64,0.51,0.15,0.37,10.89,0.42,0.13,0.26,0.57
2018-1-16,"Pepper Jack Cheese","0.73 cup, grated",313.97,0.00,0.00,34.69,0.01,0.30,0.07,0.20,0.06,0.62,13.55,1171.23,0.06,23.07,0.29,2.22,439.53,0.03,0.55,20.05,0.01,334.82,85.42,10.89,498.00,2.24,1.46,0.00,0.00,0.66,1.46,26.38,78.45,7.49,0.21,0.61,0.83,16.64,0.69,0.09,0.62,1.11,1.71,1.48,0.47,0.94,17.90,0.64,0.23,0.86,1.19
2018-1-16,"Kimchi","1.00 FDA Serving Size",16.65,0.00,0.00,79.70,0.03,0.05,0.73,0.08,0.14,0.03,35.62,2123.31,31.79,0.00,0.12,31.47,61.52,0.05,0.61,12.36,0.12,31.92,180.76,0.62,144.40,0.17,2.49,0.72,0.39,1.11,1.78,0.30,0.00,0.04,0.08,0.05,0.13,0.06,0.00,0.02,0.03,0.08,0.10,0.10,0.02,0.05,1.58,0.06,0.02,0.04,0.07
2018-1-16,"Salami, Hard, Beef and Pork","1.29 Serving (11 small slice - 1 3/4"" diameter x 1/8"" - each 0.2 oz)",267.90,0.00,0.00,29.19,0.27,0.14,4.33,0.72,0.31,0.82,0.00,25.51,0.00,25.51,0.45,0.00,17.01,0.07,0.96,14.17,0.67,136.08,257.27,23.81,1244.54,1.89,0.51,0.00,0.00,0.18,0.51,22.43,76.54,10.43,0.15,3.12,3.47,8.09,0.34,0.17,0.61,0.71,1.23,1.33,0.41,0.62,14.93,0.66,0.18,0.59,0.76
2018-1-17,"Centrum, Silver Men 50+","1.00 Tablet",,,,,1.50,1.70,20.00,10.00,6.00,100.00,300.00,3500.00,120.00,1000.00,40.27,60.00,210.00,0.50,,75.00,4.00,20.00,80.00,21.00,,15.00,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-17,"Nature Made, Fish Oil 1200 mg","0.50 x 2.0 Softgels",17.50,,,,,,,,,,,,,,,,,,,,,,,,,,0.50,,,,0.50,1.50,12.50,0.25,0.36,,0.50,0.50,,,,,,,,,0.25,,,,
2018-1-17,"Bulk Supplements, Creatine Monohydrate","5.00 g",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-17,"Spring Valley, Magnesium Citrate","1.00 capsule",,,,,,,,,,,,,,,,,,,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-17,"Member's Mark, Vitamin D3, 5000 IU","1.00 Softgel",,,,,,,,,,,,,,5000.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-1-17,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-1-17,"Walnuts","1.00 Serving (6 tbsp, ground)",196.20,0.00,0.00,1.22,0.10,0.05,0.34,0.17,0.16,0.00,29.40,6.00,0.39,0.00,0.21,0.81,29.40,0.48,0.87,47.40,1.02,103.80,132.30,1.47,0.60,0.93,4.11,2.01,0.02,0.78,2.10,19.56,0.00,2.68,2.72,11.43,14.15,1.84,0.00,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
2018-1-17,"Chicken Drumstick, Skin Eaten","4.00 medium",477.92,0.00,0.00,143.05,0.13,0.85,16.48,2.33,1.00,3.85,20.88,109.04,0.00,34.80,0.19,0.00,39.44,0.29,3.36,62.64,0.04,498.80,528.96,70.06,243.60,7.77,0.16,0.00,0.00,0.00,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.80,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.80,1.99
2018-1-17,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted","1.00 x 0.25 cup",180.04,,,,,,,,,,,0.00,0.00,,,,19.88,,1.44,,,,,,210.00,,4.00,3.00,,1.00,1.01,14.00,0.00,,,,,2.00,0.00,,,,,,,,8.00,,,,
