Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Daily Total Cals,Cals/100,Weight
1/14/2018,"Cabbage, Green, Raw","1.00 medium - head - approx 5 3/4"" diameter",227,0,0,836.99,0.55,0.36,2.12,1.92,1.13,0,390.44,889.84,332.33,0,1.36,690.08,363.2,0.17,4.27,108.96,1.45,236.08,1543.6,2.72,163.44,1.63,52.66,20.34,0,29.06,32.32,0.91,0,0.15,0,0.15,0.15,0.31,0,0.1,0.2,0.27,0.37,0.4,0.11,0.29,11.62,0.32,0.1,0.17,0.38,2224.71,222.471,177.97
1/14/2018,"Bacon, Pork","4.00 slice - 6"" long",149.76,0,0,7.57,0.18,0.07,3.35,0.35,0.17,0.35,0,11.84,0,5.44,0.13,0,3.52,0.03,0.3,9.92,0.01,124.16,159.68,16.22,538.88,0.98,0.54,0,0,0.29,0.54,11.23,31.68,4.97,0.08,1.76,1.96,3.83,0.05,0.12,0.45,0.52,0.9,0.97,0.3,0.45,10.85,0.48,0.13,0.43,0.55,2224.71,222.471,177.97
1/14/2018,"Bacon, Pork","6.00 slice - 6"" long",224.64,0,0,11.35,0.27,0.11,5.02,0.53,0.26,0.52,0,17.76,0,8.16,0.2,0,5.28,0.05,0.46,14.88,0.01,186.24,239.52,24.34,808.32,1.47,0.82,0,0,0.43,0.82,16.84,47.52,7.45,0.13,2.64,2.93,5.74,0.07,0.18,0.67,0.78,1.35,1.46,0.45,0.68,16.28,0.72,0.2,0.65,0.83,2224.71,222.471,177.97
1/14/2018,Stuffed Olives,26.00 extra large,248.82,0,0,129.18,0.04,0.01,0.41,0.04,0.05,0,5.15,674.39,0,0,6.54,2.4,89.23,0.21,0.84,18.88,0.03,6.86,72.07,1.54,2670.1,0.07,6.59,5.66,0,0.05,0.93,26.29,0,19.41,0.16,2.08,2.24,3.48,0,0,0.05,0.07,0.1,0.07,0.03,0.06,1.77,0.05,0,0.05,0.08,2224.71,222.471,177.97
1/14/2018,Walnuts,"1.09 tbsp, chopped",52.32,0,0,0.33,0.03,0.01,0.09,0.05,0.04,0,7.84,1.6,0.1,0,0.06,0.22,7.84,0.13,0.23,12.64,0.27,27.68,35.28,0.39,0.16,0.25,1.1,0.54,0,0.21,0.56,5.22,0,0.71,0.73,3.05,3.77,0.49,0,0.02,0.03,0.05,0.09,0.03,0.02,0.06,1.22,0.05,0.01,0.03,0.06,2224.71,222.471,177.97
1/14/2018,Kimchi,1.00 FDA Serving Size,16.65,0,0,79.7,0.03,0.05,0.73,0.08,0.14,0.03,35.62,2123.31,31.79,0,0.12,31.47,61.52,0.05,0.61,12.36,0.12,31.92,180.76,0.62,144.4,0.17,2.49,0.72,0.39,1.11,1.78,0.3,0,0.04,0.08,0.05,0.13,0.06,0,0.02,0.03,0.08,0.1,0.1,0.02,0.05,1.58,0.06,0.02,0.04,0.07,2224.71,222.471,177.97
1/14/2018,"Radish, Raw",1.23 cup,36.29,0,0,216.07,0.03,0.09,0.58,0.37,0.16,0,56.7,15.88,33.57,0,0,3.18,56.7,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0,4.22,4.08,0.23,0,0.04,0.07,0.04,0.11,0.07,0,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08,2224.71,222.471,177.97
1/15/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2142.64,214.264,180.561
1/15/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2142.64,214.264,180.561
1/15/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.64,214.264,180.561
1/15/2018,"Spring Valley, Magnesium Citrate",1.00 capsule,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.64,214.264,180.561
1/15/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2142.64,214.264,180.561
1/15/2018,"Isopure, Zero Carb Whey Protein",1.00 Scoop,105,,,,0.38,0.42,5,2.5,0.5,1.5,100,1250,15,,5.03,20,300,0.5,0.54,100,0.5,250,,17.5,,3.75,0,,,,0,0.5,,,,,,,,,,1.73,3.93,,,,25,,,,1.54,2142.64,214.264,180.561
1/15/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23,2142.64,214.264,180.561
1/15/2018,"Coffee, Prepared From Grounds",5.00 fl oz,1.48,0,59.2,147.1,0.02,0.11,0.28,0.38,0,0,2.96,0,0,0,0.01,0.15,2.96,0,0.01,4.44,0.03,4.44,72.52,0,2.96,0.03,0.7,0.7,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0.18,0,0,0,0,2142.64,214.264,180.561
1/15/2018,"Morton, Salt Mixture, Lite",1.00 x 0.25 Teaspoon,0,0,,,,,,,,0,,,,,,,0.56,,,0.84,,,354.2,,275.8,,0.01,,,,0.01,0.01,,,,,,,,,,,,,,,0,,,,,2142.64,214.264,180.561
1/15/2018,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99,2142.64,214.264,180.561
1/15/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23,2142.64,214.264,180.561
1/15/2018,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",1.00 x 0.25 cup,180.04,,,,,,,,,,,0,0,,,,19.88,,1.44,,,,,,210,,4,3,,1,1.01,14,0,,,,,2,0,,,,,,,,8,,,,,2142.64,214.264,180.561
1/15/2018,"Appleton Farms, Premium Sliced Bacon",10.00 Serving,800.7,,,,,,,,,,,,,,,,,,3.6,,,,,,3100.8,,0,,,,0,70.01,200.6,,,,,25.01,,,,,,,,,50,,,,,2142.64,214.264,180.561
1/15/2018,"Broccoli, Cooked From Fresh","2.00 medium - stalk - 7 1/2"" to 8"" long",126,0,0,321.3,0.23,0.44,1.99,2.22,0.72,0,388.8,5572.8,233.64,0,7.27,507.6,144,0.22,2.41,75.6,0.7,241.2,1054.8,5.76,147.6,1.62,25.85,11.88,0,5,13.97,1.48,0,0.14,0.43,0.18,0.61,0.28,0,0.11,0.23,0.33,0.53,0.56,0.15,0.42,8.57,0.35,0.12,0.22,0.5,2142.64,214.264,180.561
1/15/2018,Kimchi,"0.82 cup, cut pieces",24.1,0,0,115.33,0.04,0.08,1.05,0.12,0.21,0.04,51.54,3072.56,46,0,0.18,45.54,89.02,0.07,0.88,17.89,0.18,46.2,261.58,0.9,208.95,0.24,3.61,1.04,0.56,1.6,2.57,0.44,0,0.06,0.12,0.07,0.19,0.08,0,0.03,0.05,0.11,0.15,0.15,0.03,0.08,2.28,0.08,0.03,0.06,0.11,2142.64,214.264,180.561
1/16/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2251.83,225.183,178.87
1/16/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2251.83,225.183,178.87
1/16/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.83,225.183,178.87
1/16/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.83,225.183,178.87
1/16/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251.83,225.183,178.87
1/16/2018,"Isopure, Zero Carb Whey Protein",1.00 Scoop,105,,,,0.38,0.42,5,2.5,0.5,1.5,100,1250,15,,5.03,20,300,0.5,0.54,100,0.5,250,,17.5,,3.75,0,,,,0,0.5,,,,,,,,,,1.73,3.93,,,,25,,,,1.54,2251.83,225.183,178.87
1/16/2018,Walnuts,"1.33 Serving (6 tbsp, ground)",261.6,0,0,1.63,0.14,0.06,0.45,0.23,0.21,0,39.2,8,0.52,0,0.28,1.08,39.2,0.63,1.16,63.2,1.37,138.4,176.4,1.96,0.8,1.24,5.48,2.68,0.02,1.04,2.8,26.08,0,3.57,3.63,15.24,18.87,2.45,0,0.08,0.16,0.25,0.47,0.17,0.09,0.28,6.09,0.24,0.07,0.16,0.3,2251.83,225.183,178.87
1/16/2018,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99,2251.83,225.183,178.87
1/16/2018,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",2.00 x 0.25 cup,360.08,,,,,,,,,,,0,0,,,,39.76,,2.88,,,,,,420,,8,5.99,,2,2.01,28,0,,,,,4,0,,,,,,,,16,,,,,2251.83,225.183,178.87
1/16/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23,2251.83,225.183,178.87
1/16/2018,Walnuts,"0.60 Serving (6 tbsp, ground)",117.72,0,0,0.73,0.06,0.03,0.2,0.1,0.1,0,17.64,3.6,0.23,0,0.13,0.49,17.64,0.29,0.52,28.44,0.61,62.28,79.38,0.88,0.36,0.56,2.47,1.21,0.01,0.47,1.26,11.74,0,1.61,1.63,6.86,8.49,1.1,0,0.04,0.07,0.11,0.21,0.08,0.04,0.13,2.74,0.11,0.03,0.07,0.14,2251.83,225.183,178.87
1/16/2018,"Asparagus, Cooked from Fresh","2.52 cup, cut pieces",99.79,0,0,420.16,0.73,0.63,4.92,1.02,0.36,0,675.85,4563.14,34.93,0,6.8,229.52,104.33,0.75,4.13,63.5,0.7,244.94,1016.05,27.67,63.5,2.72,18.64,9.07,0,5.9,9.57,1,0,0,0.13,0.34,0.48,0.22,0,0.15,0.24,0.37,0.64,0.51,0.15,0.37,10.89,0.42,0.13,0.26,0.57,2251.83,225.183,178.87
1/16/2018,Pepper Jack Cheese,"0.73 cup, grated",313.97,0,0,34.69,0.01,0.3,0.07,0.2,0.06,0.62,13.55,1171.23,0.06,23.07,0.29,2.22,439.53,0.03,0.55,20.05,0.01,334.82,85.42,10.89,498,2.24,1.46,0,0,0.66,1.46,26.38,78.45,7.49,0.21,0.61,0.83,16.64,0.69,0.09,0.62,1.11,1.71,1.48,0.47,0.94,17.9,0.64,0.23,0.86,1.19,2251.83,225.183,178.87
1/16/2018,Kimchi,1.00 FDA Serving Size,16.65,0,0,79.7,0.03,0.05,0.73,0.08,0.14,0.03,35.62,2123.31,31.79,0,0.12,31.47,61.52,0.05,0.61,12.36,0.12,31.92,180.76,0.62,144.4,0.17,2.49,0.72,0.39,1.11,1.78,0.3,0,0.04,0.08,0.05,0.13,0.06,0,0.02,0.03,0.08,0.1,0.1,0.02,0.05,1.58,0.06,0.02,0.04,0.07,2251.83,225.183,178.87
1/16/2018,"Salami, Hard, Beef and Pork","1.29 Serving (11 small slice - 1 3/4"" diameter x 1/8"" - each 0.2 oz)",267.9,0,0,29.19,0.27,0.14,4.33,0.72,0.31,0.82,0,25.51,0,25.51,0.45,0,17.01,0.07,0.96,14.17,0.67,136.08,257.27,23.81,1244.54,1.89,0.51,0,0,0.18,0.51,22.43,76.54,10.43,0.15,3.12,3.47,8.09,0.34,0.17,0.61,0.71,1.23,1.33,0.41,0.62,14.93,0.66,0.18,0.59,0.76,2251.83,225.183,178.87
1/17/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2441.58,244.158,178.588
1/17/2018,"Nature Made, Fish Oil 1200 mg",0.50 x 2.0 Softgels,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,1.5,12.5,0.25,0.36,,0.5,0.5,,,,,,,,,0.25,,,,,2441.58,244.158,178.588
1/17/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.58,244.158,178.588
1/17/2018,"Spring Valley, Magnesium Citrate",1.00 capsule,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.58,244.158,178.588
1/17/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2441.58,244.158,178.588
1/17/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23,2441.58,244.158,178.588
1/17/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23,2441.58,244.158,178.588
1/17/2018,"Chicken Drumstick, Skin Eaten",4.00 medium,477.92,0,0,143.05,0.13,0.85,16.48,2.33,1,3.85,20.88,109.04,0,34.8,0.19,0,39.44,0.29,3.36,62.64,0.04,498.8,528.96,70.06,243.6,7.77,0.16,0,0,0,0.16,23.08,310.88,8.34,0.39,6.12,6.65,6.8,0.32,0.58,1.65,1.75,4.24,5.02,1.59,1.99,63.27,2.21,0.64,1.8,1.99,2441.58,244.158,178.588
1/17/2018,"Aldi-benner Company, Southern Grove, Sunflower Kernels, Roasted & Salted",1.00 x 0.25 cup,180.04,,,,,,,,,,,0,0,,,,19.88,,1.44,,,,,,210,,4,3,,1,1.01,14,0,,,,,2,0,,,,,,,,8,,,,,2441.58,244.158,178.588
1/17/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23,2441.58,244.158,178.588
1/17/2018,"Michelob, Ultra",1.00 x 12.0 oz,90.06,11.38,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,0,,,,,,,,,,,,,,,0.75,,,,,2441.58,244.158,178.588
1/17/2018,"Beef Steak, Sirloin, No Visible Fat Eaten",0.92 cup,362.87,0,0,146.42,0.18,0.66,17.98,1,1.77,4.58,11.34,31.75,0,2.27,0.64,4.31,36.29,0.13,6.53,34.02,0.01,612.35,870.9,61.69,151.95,10.3,0,0,0,0,0,10.18,174.63,4.35,0.05,0.59,0.68,3.79,0.49,0.71,2.62,3.26,6.04,6.71,1.9,2.81,67.81,3.3,0.78,2.61,3.5,2441.58,244.158,178.588
1/17/2018,"Broccoli, Cooked From Fresh","1.00 cup, chopped",54.6,0,0,139.23,0.1,0.19,0.86,0.96,0.31,0,168.48,2414.84,101.24,0,3.15,219.96,62.4,0.1,1.05,32.76,0.3,104.52,457.07,2.5,63.96,0.7,11.2,5.15,0,2.17,6.05,0.64,0,0.06,0.19,0.08,0.27,0.12,0,0.05,0.1,0.14,0.23,0.24,0.07,0.18,3.71,0.15,0.05,0.09,0.22,2441.58,244.158,178.588
1/17/2018,"Butter, Salted",0.50 stick,406.53,0,0,9,0,0.02,0.02,0.06,0,0.1,1.7,1416.91,0,5.83,1.32,3.97,13.61,0,0.01,1.13,0,13.61,13.61,0.57,364.57,0.05,0.03,0,0,0.03,0.03,45.99,121.9,11.92,0.18,1.55,1.73,29.13,1.86,0,0.01,0.03,0.05,0.04,0.01,0.02,0.48,0.02,0.01,0.02,0.03,2441.58,244.158,178.588
1/17/2018,"On The Border, salad, house, without dressing, kids'",3.00 Kids',30,0,,,,,,,,,,,,,,,,,,,,,,,15,,6,3,,,3,0,,0,0,0,0,0,0,,,,,,,,0,,,,,2441.58,244.158,178.588
1/17/2018,"Kraft, Ranch Dressing",1.00 tbsp,61.34,0,0,7.43,0,0,0,0,0,0,0.21,0,0.05,0,0.57,12,1.26,0,0.03,0.42,0.01,1.55,4.25,3.04,210.3,0.01,0.29,0.05,0.11,0.02,0.24,6.72,0,1.68,0.44,3.3,3.74,1.05,0.03,0,0,0,0,0,0,0,0.05,0,0,0,0,2441.58,244.158,178.588
1/17/2018,"Planters, Peanuts, Salted",1.01 x 35.0 Each,172.12,0,,,,,4.05,,,,,0,0,,3.05,,20.25,0.3,1.46,40.5,0.51,101.25,202.5,,116.44,,5.06,2.02,,1.01,3.04,14.17,0,7.09,,,4.56,2.02,,,,,,,,,7.09,,,,,2441.58,244.158,178.588
1/18/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2542.15,254.215,#N/A
1/18/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,,2542.15,254.215,#N/A
1/18/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542.15,254.215,#N/A
1/18/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542.15,254.215,#N/A
1/18/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542.15,254.215,#N/A
1/18/2018,"Egg, Chicken, Whole, Boiled in Shell, Hard-Cooked",5.00 large egg,352.5,0,0,190.63,0.15,1.17,0.28,6.1,0.17,4.04,135,2283.33,0,145,6.13,0.75,112.5,0.14,3.47,22.5,0.12,315,285,85.75,312.5,2.9,4.63,0,,1.93,4.63,25.03,915,10.46,,,3.61,7.61,0.17,0.7,0.76,1.62,2.67,2.26,0.98,1.71,29.5,1.41,0.49,1.26,2.02,2542.15,254.215,#N/A
1/18/2018,Ham patties,0.51 each,90.7,0,0,15.3,0.06,0.05,0.81,0.12,0.05,0.15,0.42,7.11,0,16.26,0.04,0,6.92,0.02,0.23,3.22,0,35.36,42.77,4.76,314.16,0.54,0.51,0,0,0.51,0.51,8.16,18.56,3.6,0.05,1.07,1.16,2.97,0.04,0.04,0.14,0.17,0.29,0.32,0.09,0.14,3.55,0.16,0.04,0.13,0.19,2542.15,254.215,#N/A
1/18/2018,"Bacon, Pork","6.00 slice - 6"" long",224.64,0,0,11.35,0.27,0.11,5.02,0.53,0.26,0.52,0,17.76,0,8.16,0.2,0,5.28,0.05,0.46,14.88,0.01,186.24,239.52,24.34,808.32,1.47,0.82,0,0,0.43,0.82,16.84,47.52,7.45,0.13,2.64,2.93,5.74,0.07,0.18,0.67,0.78,1.35,1.46,0.45,0.68,16.28,0.72,0.2,0.65,0.83,2542.15,254.215,#N/A
1/18/2018,"Bacon, Pork","4.00 slice - 6"" long",149.76,0,0,7.57,0.18,0.07,3.35,0.35,0.17,0.35,0,11.84,0,5.44,0.13,0,3.52,0.03,0.3,9.92,0.01,124.16,159.68,16.22,538.88,0.98,0.54,0,0,0.29,0.54,11.23,31.68,4.97,0.08,1.76,1.96,3.83,0.05,0.12,0.45,0.52,0.9,0.97,0.3,0.45,10.85,0.48,0.13,0.43,0.55,2542.15,254.215,#N/A
1/18/2018,"Chicken Breast, Skin Removed Before Cooking",1.05 large - split,245.22,0,0,91.8,0.09,0.16,17.61,1.38,0.85,0.48,5.67,41.11,0,7.09,0.38,0.43,21.26,0.07,1.5,38.27,0.02,306.17,350.12,34.59,109.15,1.74,0,0,0,0,0,6.39,120.49,2.18,0.14,1.16,1.39,1.8,0.13,0.56,1.36,2.31,3.29,3.72,1.21,1.74,43.81,1.85,0.51,1.48,2.17,2542.15,254.215,#N/A
1/18/2018,"Salad dressing, dry mix, to be prepared with milk and mayo",1.00 package,85.73,0,0,0.95,0.06,0.16,0.12,0.4,0.11,0.26,8.04,3.31,1.94,0,0.02,0.09,137.81,0.03,0.24,16.33,0.06,108.36,221.52,2.83,2047.6,0.54,16.13,0.42,8.55,6.13,15.72,0.08,0.83,0.02,0,0.01,0.01,0.04,0,0.03,0.1,0.14,0.24,0.2,0.06,0.12,4.24,0.11,0.07,0.12,0.16,2542.15,254.215,#N/A
1/18/2018,"On The Border, salad, house, without dressing, kids'",3.00 Kids',30,0,,,,,,,,,,,,,,,,,,,,,,,15,,6,3,,,3,0,,0,0,0,0,0,0,,,,,,,,0,,,,,2542.15,254.215,#N/A
1/18/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23,2542.15,254.215,#N/A
1/18/2018,"Beef Steak, Sirloin, No Visible Fat Eaten",1.39 cup,544.31,0,0,219.63,0.27,0.98,26.97,1.5,2.65,6.87,17.01,47.63,0,3.4,0.95,6.46,54.43,0.2,9.8,51.03,0.02,918.52,1306.35,92.53,227.93,15.44,0,0,0,0,0,15.27,261.95,6.52,0.07,0.89,1.02,5.68,0.73,1.07,3.94,4.89,9.06,10.06,2.84,4.21,101.72,4.95,1.18,3.92,5.25,2542.15,254.215,#N/A
1/18/2018,"Michelob, Ultra",20.00 oz,143.85,18.18,,,,,,,,,,,,,,,,,,,,,,,,,4.79,,,,4.79,0,,,,,,,,,,,,,,,1.2,,,,,2542.15,254.215,#N/A
1/18/2018,"Planters, Peanuts, Salted",2.02 x 35.0 Each,344.24,0,,,,,8.1,,,,,0,0,,6.11,,40.5,0.61,2.92,81,1.01,202.5,404.99,,232.87,,10.12,4.05,,2.02,6.07,28.35,0,14.17,,,9.11,4.05,,,,,,,,,14.17,,,,,2542.15,254.215,#N/A
1/18/2018,"On The Border, vegetables, grilled",2.00 Side,100,0,,,,,,,,,,,,,,,,,,,,,,,50,,20,4,,,16,0,,0,0,0,0,0,0,,,,,,,,4,,,,,2542.15,254.215,#N/A
1/19/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,,2401.84,240.184,178.735
1/19/2018,"Nature Made, Fish Oil 1200 mg",0.50 x 2.0 Softgels,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,0.5,1.5,12.5,0.25,0.36,,0.5,0.5,,,,,,,,,0.25,,,,,2401.84,240.184,178.735
1/19/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.84,240.184,178.735
1/19/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.84,240.184,178.735
1/19/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2401.84,240.184,178.735
1/19/2018,"Isopure, Zero Carb Whey Protein, Vanila",2.00 serving,221.17,,,,,,,,,,,,,,,,,,,,,,,,480,,0.6,,,0,0.6,1,,,,,,0.2,,,,,,,,,50,,,,,2401.84,240.184,178.735
