Day,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Omega-3 (g),Omega-6 (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g)
4/4/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
4/4/2018,"Louisiana Brand, Wing Sauce",2.00 Tbsp,20.1,,,,,,,,,,,999.9,24,,,,0,,0,,,,,,999.9,,2,,,,2,,,,,,,,,,,,,,,,0,,,,
4/4/2018,"Almonds, Dry Roasted, Salted",1.00 FDA Serving Size,179.4,0,0,0.72,0.02,0.36,1.09,0.1,0.04,0,16.5,0.3,0,0,7.17,0,80.4,0.33,1.12,83.7,0.67,141.3,213.9,0.6,149.4,0.99,6.3,3.27,0.22,1.46,3.03,15.76,0,9.92,0,3.88,3.89,1.23,0,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
4/4/2018,"Chicken Thigh, Skin Eaten",2.00 medium,391.96,0,0,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0,0,8.2,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.6,388.68,28.37,157.44,4.35,0,0,0,0,0,21.58,147.6,7.92,0.4,4.46,5,5.9,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
4/4/2018,"Lamb Roast, Leg, Visible Fat Eaten",1.07 cup,610.16,0,0,158.14,0.24,0.6,16.2,1.74,0.39,5.68,57.86,0,0,63.12,0.39,12.1,55.23,0.34,4.66,60.49,0.07,512.85,828.45,70.75,213.03,11.76,0,0,0,0,0,35.01,231.44,15.33,0.17,2.1,2.29,12.52,1.55,0.82,2.18,3.32,5.35,6.08,1.76,2.8,68.8,2.94,0.8,2.31,3.71
4/4/2018,Loaded Cauliflower,244.00 g,385.95,0,0,182.78,0.13,0.33,1.38,1.4,0.35,0.57,99.46,1061.01,73.05,11.2,0.87,29.61,338.74,0.09,0.8,38.9,0.26,287.76,556.94,15.68,475.62,2.06,10.62,3.04,0.67,4.36,7.57,33.08,93.67,8.56,0.16,1.4,1.62,18.72,1.13,0.11,0.4,0.71,1.16,0.98,0.31,0.64,14.22,0.64,0.27,0.62,0.88
4/4/2018,"Broccoli, Cooked from Frozen","1.85 cup, chopped",95.2,0,0,308.45,0.19,0.28,1.56,0.93,0.44,0,190.4,3437.4,136.34,0,3.84,299.54,112.2,0.12,2.07,44.2,0.76,166.6,482.8,2.38,37.4,0.95,18.19,10.2,2.31,5,7.99,0.41,0,0.03,0.14,0.04,0.19,0.06,0,0.07,0.19,0.41,0.49,0.53,0.13,0.32,10.54,0.34,0.11,0.24,0.48
4/4/2018,"Almonds, Dry Roasted, Salted",0.73 FDA Serving Size,131.56,0,0,0.53,0.02,0.26,0.8,0.07,0.03,0,12.1,0.22,0,0,5.26,0,58.96,0.24,0.82,61.38,0.49,103.62,156.86,0.44,109.56,0.73,4.62,2.4,0.16,1.07,2.22,11.56,0,7.28,0,2.85,2.85,0.9,0,0.05,0.12,0.16,0.32,0.12,0.03,0.25,4.61,0.13,0.05,0.1,0.19
4/4/2018,Colby Jack Cheese,"0.50 cup, grated",217.44,0,0,22.46,0.01,0.22,0.05,0.12,0.04,0.47,10.21,499.8,0,13.04,0.15,1.47,405.68,0.02,0.42,15.03,0.01,255.43,58.97,8.22,341.33,1.72,0.92,0,0,0.29,0.92,17.69,52.16,5.11,0.15,0.37,0.53,11.14,0.44,0.07,0.48,0.85,1.31,1.14,0.36,0.72,13.68,0.49,0.18,0.66,0.91
4/5/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
4/5/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/5/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
4/5/2018,"Louisiana Brand, Wing Sauce",2.00 Tbsp,20.1,,,,,,,,,,,999.9,24,,,,0,,0,,,,,,999.9,,2,,,,2,,,,,,,,,,,,,,,,0,,,,
4/5/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
4/5/2018,"Chicken Thigh, Skin Eaten",2.00 medium,391.96,0,0,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0,0,8.2,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.6,388.68,28.37,157.44,4.35,0,0,0,0,0,21.58,147.6,7.92,0.4,4.46,5,5.9,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
4/5/2018,"Lamb Roast, Leg, Visible Fat Eaten",1.02 cup,580,0,0,150.33,0.23,0.58,15.4,1.65,0.38,5.4,55,0,0,60,0.38,11.5,52.5,0.32,4.43,57.5,0.07,487.5,787.5,67.25,202.5,11.18,0,0,0,0,0,33.28,220,14.58,0.17,2,2.18,11.9,1.48,0.78,2.07,3.16,5.09,5.78,1.68,2.66,65.4,2.8,0.77,2.2,3.53
4/5/2018,Loaded Cauliflower,190.00 g,300.53,0,0,142.33,0.1,0.26,1.07,1.09,0.27,0.44,77.45,826.2,56.88,8.72,0.68,23.06,263.77,0.07,0.62,30.29,0.2,224.08,433.68,12.21,370.36,1.61,8.27,2.37,0.52,3.4,5.9,25.76,72.94,6.66,0.13,1.09,1.26,14.58,0.88,0.08,0.31,0.55,0.9,0.76,0.24,0.49,11.07,0.5,0.21,0.48,0.69
4/5/2018,"Broccoli, Cooked from Frozen",3.00 FDA Serving Size,71.4,0,0,231.34,0.14,0.21,1.17,0.7,0.33,0,142.8,2578.05,102.26,0,2.88,224.65,84.15,0.09,1.56,33.15,0.57,124.95,362.1,1.79,28.05,0.71,13.64,7.65,1.73,3.75,5.99,0.31,0,0.02,0.11,0.03,0.14,0.05,0,0.06,0.14,0.31,0.37,0.4,0.09,0.24,7.9,0.26,0.08,0.18,0.36
4/5/2018,"Earthbound Farm, Organic Garlic Clove, Fresh",3.00 Each,15,0,,,,,,,,,,0,3.6,,,,0,,0,,,,,,0,,3,0,,0,3,0,0,0,0,0,0,0,0,,,,,,,,0,,,,
4/5/2018,"Almonds, Dry Roasted, Salted",0.94 FDA Serving Size,169.53,0,0,0.68,0.02,0.34,1.03,0.09,0.04,0,15.59,0.28,0,0,6.78,0,75.98,0.31,1.06,79.1,0.63,133.53,202.13,0.57,141.18,0.94,5.96,3.09,0.21,1.38,2.87,14.89,0,9.38,0,3.67,3.67,1.16,0,0.06,0.15,0.21,0.41,0.16,0.04,0.32,5.94,0.17,0.06,0.13,0.24
4/6/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
4/6/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2018,"Lamb Roast, Leg, Visible Fat Eaten",1.02 cup,580,0,0,150.33,0.23,0.58,15.4,1.65,0.38,5.4,55,0,0,60,0.38,11.5,52.5,0.32,4.43,57.5,0.07,487.5,787.5,67.25,202.5,11.18,0,0,0,0,0,33.28,220,14.58,0.17,2,2.18,11.9,1.48,0.78,2.07,3.16,5.09,5.78,1.68,2.66,65.4,2.8,0.77,2.2,3.53
4/6/2018,"Lamb Roast, Leg, Visible Fat Eaten",1.02 cup,580,0,0,150.33,0.23,0.58,15.4,1.65,0.38,5.4,55,0,0,60,0.38,11.5,52.5,0.32,4.43,57.5,0.07,487.5,787.5,67.25,202.5,11.18,0,0,0,0,0,33.28,220,14.58,0.17,2,2.18,11.9,1.48,0.78,2.07,3.16,5.09,5.78,1.68,2.66,65.4,2.8,0.77,2.2,3.53
4/6/2018,"Almonds, Dry Roasted, Salted",0.94 FDA Serving Size,169.53,0,0,0.68,0.02,0.34,1.03,0.09,0.04,0,15.59,0.28,0,0,6.78,0,75.98,0.31,1.06,79.1,0.63,133.53,202.13,0.57,141.18,0.94,5.96,3.09,0.21,1.38,2.87,14.89,0,9.38,0,3.67,3.67,1.16,0,0.06,0.15,0.21,0.41,0.16,0.04,0.32,5.94,0.17,0.06,0.13,0.24
4/6/2018,"Cauliflower, Raw","1.00 medium - head - 5"" to 6"" diameter",147,0,0,541.37,0.29,0.35,2.98,3.92,1.08,0,335.16,0,283.42,0,0.47,91.14,129.36,0.23,2.47,88.2,0.91,258.72,1758.12,3.53,176.4,1.59,29.22,11.76,2.12,11.23,17.46,1.65,0,0.2,0.09,0.09,0.18,0.76,0,0.12,0.33,0.42,0.62,1.28,0.12,0.38,11.29,0.45,0.12,0.3,0.74
4/6/2018,Loaded Cauliflower,200.00 g,316.35,0,0,149.82,0.1,0.27,1.13,1.15,0.29,0.46,81.52,869.68,59.88,9.18,0.72,24.27,277.66,0.07,0.66,31.89,0.21,235.87,456.51,12.85,389.85,1.69,8.7,2.49,0.55,3.57,6.21,27.11,76.78,7.02,0.13,1.15,1.33,15.35,0.93,0.09,0.33,0.58,0.95,0.8,0.26,0.52,11.66,0.52,0.22,0.51,0.72
4/6/2018,"Bigs, Sunflower Seeds, Frank's Red Hot Buffalo Wing",3.00 x 0.75 cup,510.3,,,,,,,,,,,299.7,0,,,,119.7,,5.4,,,,,,690.3,,21,9,,3,12,42,0,,,,,4.5,0,,,,,,,,21,,,,
4/6/2018,"Sincerely, Brigitte, Garlic Basil Cheese",22.00 g,86.43,,,,,,,,,,,235.71,0,,,,235.71,,0,,,,,,133.57,,0.79,0,,0,0.79,6.29,23.57,,,,,3.93,0,,,,,,,,7.07,,,,
4/7/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
4/7/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/7/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
4/7/2018,"Sincerely, Brigitte, Garlic Basil Cheese",35.00 g,137.5,,,,,,,,,,,375,0,,,,375,,0,,,,,,212.5,,1.25,0,,0,1.25,10,37.5,,,,,6.25,0,,,,,,,,11.25,,,,
4/7/2018,"Eggs, Cooked",4.00 large,310,0,0,149.24,0.13,1.03,0.13,2.8,0.24,2.22,88,1040,0,174,2.06,0.6,100,0.03,2.38,20,0.05,344,252,61.6,248,2.1,2.24,0,0,2.24,2.24,21.22,746,8.15,0.14,2.67,2.83,6.53,0,0.58,0.6,1.37,2.15,1.81,0.78,1.34,25.16,1.21,0.31,1.03,1.53
4/7/2018,"Falls Brand, Thick Sliced Bacon",3.00 x 2.0 Slices (Pan Fried),240,,,,,,,,,,,0,0,,,,0,,0,,,,,,780,,3,0,,0,3,24,30,,,,,4.5,0,,,,,,,,3,,,,
4/7/2018,"Chicken Thigh, Skin Eaten",2.00 medium,391.96,0,0,96.35,0.11,0.36,11.59,1.85,0.56,0.49,11.48,0,0,8.2,0.79,3.94,39.36,0.13,2.28,36.08,0.04,270.6,388.68,28.37,157.44,4.35,0,0,0,0,0,21.58,147.6,7.92,0.4,4.46,5,5.9,0.47,0.59,1.43,2.44,3.47,3.93,1.28,1.83,46.23,1.95,0.54,1.56,2.29
4/7/2018,"Radish, Raw",2.45 cup,72.57,0,0,432.14,0.05,0.18,1.15,0.75,0.32,0,113.4,31.75,67.13,0,0,6.35,113.4,0.23,1.54,45.36,0.31,90.72,1056.87,2.72,176.9,1.27,15.42,7.26,0,8.44,8.16,0.45,0,0.08,0.14,0.08,0.22,0.15,0,0.05,0.06,0.09,0.14,0.15,0.05,0.16,3.08,0.1,0.04,0.04,0.16
4/7/2018,"Portabella Mushrooms, Raw",2.70 each,49.9,0,0,210.51,0.13,0.29,10.19,2.59,0.34,0.11,63.5,0,0,22.68,0.05,0,6.8,0.65,0.7,24.95,0.16,244.94,825.54,42.18,20.41,1.2,8.78,2.95,1.13,5.67,5.83,0.79,0,0.05,0,0.27,0.27,0.14,0,0.02,0.13,0.19,0.29,0.28,0.07,0.17,4.79,0.23,0.08,0.03,0.17
4/7/2018,"Zucchini, Raw",1.15 medium,38.25,0,0,213.28,0.1,0.21,1.01,0.46,0.37,0,54,450,40.28,0,0.27,9.68,36,0.12,0.83,40.5,0.4,85.5,587.25,0.45,18,0.72,7,2.25,0,5.63,4.75,0.72,0,0.02,0.14,0.07,0.2,0.19,0,0.03,0.06,0.1,0.16,0.15,0.04,0.1,2.72,0.07,0.02,0.07,0.12
4/7/2018,"Yellow Bell Pepper, Raw","0.95 medium - 2 1/2"" diameter x 2 3/4""",30.62,0,0,104.35,0.03,0.03,1.01,0.19,0.19,0,29.48,350.4,208.09,0,0.42,2.68,12.47,0.12,0.52,13.61,0.13,27.22,240.4,0.34,2.27,0.19,7.17,1.02,0,5.93,6.15,0.24,0,0,0,0,0,0.04,0,0.02,0.02,0.04,0.06,0.05,0.01,0.04,1.13,0.04,0.01,0.02,0.05
4/8/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
4/8/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2018,"Yellow Bell Pepper, Raw",0.74 small,14.85,0,0,50.61,0.02,0.01,0.49,0.09,0.09,0,14.3,169.95,100.92,0,0.2,1.3,6.05,0.06,0.25,6.6,0.06,13.2,116.6,0.16,1.1,0.09,3.48,0.5,0,2.88,2.98,0.12,0,0,0,0,0,0.02,0,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.55,0.02,0.01,0.01,0.02
4/8/2018,"Giorgio, Fresh 'n Clean, Sliced Mushrooms",227.00 g,54.48,,,,,0.91,,,,,,0,0,43.13,,,0,,0.95,,,,,18.16,93.07,,5.33,2.72,,2.68,2.61,0,0,,,,,0,0,,,,,,,,5.33,,,,
4/8/2018,"Radish, Raw",1.23 cup,36.29,0,0,216.07,0.03,0.09,0.58,0.37,0.16,0,56.7,15.88,33.57,0,0,3.18,56.7,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0,4.22,4.08,0.23,0,0.04,0.07,0.04,0.11,0.07,0,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
4/8/2018,"Zucchini, Raw",1.23 large,67.47,0,0,376.22,0.18,0.37,1.79,0.81,0.65,0,95.25,793.79,71.04,0,0.48,17.07,63.5,0.21,1.47,71.44,0.7,150.82,1035.89,0.79,31.75,1.27,12.34,3.97,0,9.92,8.37,1.27,0,0.04,0.24,0.12,0.36,0.33,0,0.05,0.1,0.17,0.28,0.27,0.07,0.17,4.8,0.12,0.04,0.13,0.21
4/8/2018,"Beef Steak, Sirloin, No Visible Fat Eaten",2.31 cup,907.18,0,0,366.05,0.44,1.64,44.96,2.49,4.42,11.45,28.35,79.38,0,5.67,1.59,10.77,90.72,0.33,16.33,85.05,0.03,1530.87,2177.24,154.22,379.88,25.74,0,0,0,0,0,25.46,436.58,10.87,0.11,1.49,1.71,9.47,1.21,1.79,6.56,8.15,15.09,16.77,4.74,7.02,169.53,8.25,1.96,6.53,8.75
4/8/2018,Walnuts,"0.94 Serving (6 tbsp, ground)",185.41,0,0,1.15,0.1,0.04,0.32,0.16,0.15,0,27.78,5.67,0.37,0,0.2,0.77,27.78,0.45,0.82,44.79,0.97,98.09,125.02,1.39,0.57,0.88,3.89,1.9,0.02,0.74,1.99,18.49,0,2.53,2.57,10.8,13.37,1.74,0,0.06,0.11,0.18,0.33,0.12,0.07,0.2,4.32,0.17,0.05,0.12,0.21
4/8/2018,"Almonds, Dry Roasted, Salted",1.00 FDA Serving Size,179.4,0,0,0.72,0.02,0.36,1.09,0.1,0.04,0,16.5,0.3,0,0,7.17,0,80.4,0.33,1.12,83.7,0.67,141.3,213.9,0.6,149.4,0.99,6.3,3.27,0.22,1.46,3.03,15.76,0,9.92,0,3.88,3.89,1.23,0,0.06,0.16,0.22,0.44,0.17,0.05,0.34,6.29,0.18,0.06,0.13,0.25
4/8/2018,"Sincerely, Brigitte, Garlic Basil Cheese",52.00 g,204.29,,,,,,,,,,,557.14,0,,,,557.14,,0,,,,,,315.71,,1.86,0,,0,1.86,14.86,55.71,,,,,9.29,0,,,,,,,,16.71,,,,
4/8/2018,"Bacon, Pork","6.00 slice - 6"" long",224.64,0,0,11.35,0.27,0.11,5.02,0.53,0.26,0.52,0,17.76,0,8.16,0.2,0,5.28,0.05,0.46,14.88,0.01,186.24,239.52,24.34,808.32,1.47,0.82,0,0,0.43,0.82,16.84,47.52,7.45,0.13,2.64,2.93,5.74,0.07,0.18,0.67,0.78,1.35,1.46,0.45,0.68,16.28,0.72,0.2,0.65,0.83
4/8/2018,"Chicken Breast, Skin Removed Before Cooking",1.26 large - split,294.27,0,0,110.15,0.11,0.2,21.13,1.65,1.02,0.58,6.8,49.33,0,8.5,0.46,0.51,25.51,0.09,1.8,45.93,0.03,367.41,420.14,41.5,130.97,2.09,0,0,0,0,0,7.67,144.58,2.62,0.17,1.39,1.67,2.16,0.15,0.67,1.63,2.78,3.94,4.47,1.45,2.09,52.58,2.22,0.61,1.77,2.61
4/9/2018,"Centrum, Silver Men 50+",1.00 Tablet,,,,,1.5,1.7,20,10,6,100,300,3500,120,1000,40.27,60,210,0.5,,75,4,20,80,21,,15,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2018,"Nature Made, Fish Oil 1200 mg",1.00 x 2.0 Softgels,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,3,25,0.5,0.72,,1,1,,,,,,,,,0.5,,,,
4/9/2018,"Bulk Supplements, Creatine Monohydrate",5.00 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2018,"Spring Valley, Magnesium Citrate",2.00 capsule,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2018,"Member's Mark, Vitamin D3, 5000 IU",1.00 Softgel,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2018,"Chicken Drumstick, Skin Eaten",3.00 medium,358.44,0,0,107.29,0.1,0.64,12.36,1.75,0.75,2.89,15.66,81.78,0,26.1,0.14,0,29.58,0.22,2.52,46.98,0.03,374.1,396.72,52.55,182.7,5.83,0.12,0,0,0,0.12,17.31,233.16,6.25,0.29,4.59,4.99,5.1,0.24,0.44,1.24,1.31,3.18,3.77,1.19,1.49,47.45,1.66,0.48,1.35,1.49
4/9/2018,Coconut Oil,1.00 tbsp,121.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.08,0.14,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0.86,0,0.23,0.23,11.24,0,0,0,0,0,0,0,0,0,0,0,0,0
4/9/2018,Walnuts,"1.00 Serving (6 tbsp, ground)",196.2,0,0,1.22,0.1,0.05,0.34,0.17,0.16,0,29.4,6,0.39,0,0.21,0.81,29.4,0.48,0.87,47.4,1.02,103.8,132.3,1.47,0.6,0.93,4.11,2.01,0.02,0.78,2.1,19.56,0,2.68,2.72,11.43,14.15,1.84,0,0.06,0.12,0.19,0.35,0.13,0.07,0.21,4.57,0.18,0.05,0.12,0.23
4/9/2018,"Chicken Thigh, Skin Eaten",2.00 small,358.5,0,0,88.13,0.1,0.33,10.6,1.69,0.51,0.45,10.5,0,0,7.5,0.72,3.6,36,0.12,2.09,33,0.03,247.5,355.5,25.95,144,3.97,0,0,0,0,0,19.74,135,7.25,0.36,4.08,4.57,5.4,0.43,0.54,1.31,2.23,3.17,3.59,1.17,1.68,42.29,1.79,0.49,1.43,2.1
4/9/2018,"Chicken Breast, Skin Removed Before Cooking",0.97 large - split,226.63,0,0,84.84,0.09,0.15,16.27,1.27,0.79,0.45,5.24,37.99,0,6.55,0.35,0.39,19.65,0.07,1.39,35.37,0.02,282.96,323.57,31.96,100.87,1.61,0,0,0,0,0,5.91,111.35,2.02,0.13,1.07,1.28,1.66,0.12,0.52,1.26,2.14,3.04,3.44,1.12,1.61,40.49,1.71,0.47,1.37,2.01
4/9/2018,"Broccoli, Cooked From Fresh","1.07 large - stalk - 11"" to 12"" long",105,0,0,267.75,0.19,0.37,1.66,1.85,0.6,0,324,4644,194.7,0,6.06,423,120,0.18,2.01,63,0.58,201,879,4.8,123,1.35,21.54,9.9,0,4.17,11.64,1.23,0,0.12,0.36,0.15,0.51,0.24,0,0.09,0.19,0.28,0.44,0.46,0.13,0.35,7.14,0.29,0.1,0.18,0.41
4/9/2018,"Yellow Bell Pepper, Raw","0.92 large - 3"" diameter x 3 3/4""",46.44,0,0,158.27,0.05,0.04,1.53,0.29,0.29,0,44.72,531.48,315.62,0,0.64,4.06,18.92,0.18,0.79,20.64,0.2,41.28,364.64,0.52,3.44,0.29,10.87,1.55,0,9,9.32,0.36,0,0,0,0,0,0.05,0,0.03,0.03,0.06,0.09,0.08,0.02,0.05,1.72,0.06,0.02,0.04,0.07
4/9/2018,"Zucchini, Raw",1.13 medium,37.74,0,0,210.43,0.1,0.21,1,0.45,0.36,0,53.28,444,39.74,0,0.27,9.55,35.52,0.12,0.82,39.96,0.39,84.36,579.42,0.44,17.76,0.71,6.9,2.22,0,5.55,4.68,0.71,0,0.02,0.14,0.07,0.2,0.19,0,0.03,0.06,0.1,0.16,0.15,0.04,0.1,2.69,0.06,0.02,0.07,0.12
4/9/2018,"Radish, Raw",1.23 cup,36.29,0,0,216.07,0.03,0.09,0.58,0.37,0.16,0,56.7,15.88,33.57,0,0,3.18,56.7,0.11,0.77,22.68,0.16,45.36,528.44,1.36,88.45,0.64,7.71,3.63,0,4.22,4.08,0.23,0,0.04,0.07,0.04,0.11,0.07,0,0.02,0.03,0.05,0.07,0.07,0.02,0.08,1.54,0.05,0.02,0.02,0.08
4/9/2018,"Almonds, Dry Roasted, Salted",6.00 each,46.25,0,0,0.19,0.01,0.09,0.28,0.02,0.01,0,4.25,0.08,0,0,1.85,0,20.73,0.08,0.29,21.58,0.17,36.43,55.14,0.15,38.52,0.26,1.62,0.84,0.06,0.38,0.78,4.06,0,2.56,0,1,1,0.32,0,0.02,0.04,0.06,0.11,0.04,0.01,0.09,1.62,0.05,0.02,0.03,0.07
